state,party4
maryland,independent
connecticut,republican
michigan,independent
pennsylvania,
south carolina,republican
new york,independent
kentucky,independent
ohio,democrat
florida,republican
ohio,independent
north carolina,independent
michigan,independent
pennsylvania,democrat
florida,republican
indiana,republican
new york,democrat
connecticut,democrat
new jersey,
new york,democrat
new york,independent
new york,
pennsylvania,independent
florida,democrat
south carolina,republican
georgia,democrat
north carolina,democrat
florida,republican
georgia,democrat
florida,
michigan,
florida,democrat
michigan,
south carolina,democrat
ohio,independent
north carolina,democrat
ohio,independent
florida,
massachusetts,democrat
north carolina,independent
wisconsin,other\no preference\dk\refused
new jersey,republican
north carolina,democrat
texas,republican
virginia,republican
texas,democrat
missouri,republican
tennessee,independent
texas,republican
indiana,republican
louisiana,republican
iowa,democrat
alabama,republican
illinois,
missouri,independent
missouri,democrat
illinois,independent
kansas,democrat
texas,independent
texas,republican
texas,independent
wisconsin,independent
louisiana,
indiana,other\no preference\dk\refused
texas,democrat
minnesota,democrat
illinois,independent
mississippi,democrat
minnesota,independent
missouri,
georgia,republican
pennsylvania,democrat
georgia,independent
north carolina,independent
tennessee,republican
illinois,democrat
illinois,independent
maryland,
kansas,democrat
virginia,independent
north carolina,other\no preference\dk\refused
rhode island,democrat
tennessee,republican
kentucky,democrat
pennsylvania,democrat
indiana,independent
pennsylvania,democrat
virginia,democrat
north carolina,independent
florida,independent
kentucky,republican
pennsylvania,
pennsylvania,democrat
illinois,independent
virginia,independent
michigan,other\no preference\dk\refused
new york,democrat
delaware,democrat
new jersey,democrat
new jersey,
florida,
michigan,republican
new york,independent
virginia,republican
texas,independent
indiana,democrat
indiana,independent
georgia,democrat
pennsylvania,democrat
vermont,democrat
pennsylvania,
alabama,republican
florida,democrat
maryland,independent
pennsylvania,other\no preference\dk\refused
arkansas,republican
new york,independent
minnesota,republican
ohio,republican
louisiana,
new york,republican
new york,
new jersey,independent
new york,republican
new jersey,democrat
new york,independent
pennsylvania,
north carolina,democrat
washington,other\no preference\dk\refused
california,republican
pennsylvania,democrat
oregon,
california,republican
california,democrat
washington,democrat
california,
arizona,republican
california,republican
washington,other\no preference\dk\refused
california,republican
california,democrat
california,other\no preference\dk\refused
washington,democrat
washington,republican
new york,democrat
california,republican
arizona,republican
alabama,democrat
wisconsin,democrat
texas,other\no preference\dk\refused
utah,republican
florida,independent
california,
oklahoma,democrat
florida,independent
pennsylvania,
new york,republican
missouri,independent
massachusetts,democrat
michigan,democrat
arkansas,independent
south carolina,republican
california,democrat
tennessee,republican
iowa,other\no preference\dk\refused
california,republican
ohio,democrat
new jersey,republican
pennsylvania,republican
ohio,democrat
virginia,other\no preference\dk\refused
south carolina,independent
alabama,democrat
alabama,independent
georgia,republican
new jersey,independent
pennsylvania,republican
michigan,other\no preference\dk\refused
florida,republican
new jersey,democrat
tennessee,democrat
vermont,independent
missouri,democrat
texas,democrat
nevada,independent
california,independent
california,independent
mississippi,republican
washington,republican
new york,democrat
california,
alabama,democrat
wisconsin,other\no preference\dk\refused
texas,
california,other\no preference\dk\refused
california,
wisconsin,republican
illinois,republican
west virginia,democrat
california,independent
texas,democrat
texas,democrat
texas,republican
texas,democrat
mississippi,republican
missouri,independent
minnesota,independent
oklahoma,republican
wisconsin,republican
illinois,other\no preference\dk\refused
kentucky,
west virginia,
texas,democrat
alabama,republican
texas,republican
texas,independent
louisiana,republican
texas,republican
illinois,
new mexico,democrat
colorado,republican
nebraska,
colorado,other\no preference\dk\refused
arizona,independent
new mexico,democrat
colorado,independent
arizona,republican
idaho,independent
wisconsin,independent
california,democrat
washington,
oklahoma,republican
texas,independent
minnesota,republican
tennessee,republican
north carolina,republican
massachusetts,democrat
maryland,republican
ohio,independent
california,democrat
north carolina,independent
california,independent
oregon,republican
indiana,republican
texas,other\no preference\dk\refused
california,democrat
california,republican
kansas,independent
california,democrat
kansas,democrat
california,republican
ohio,democrat
iowa,democrat
california,republican
missouri,
massachusetts,democrat
south carolina,republican
michigan,republican
new york,democrat
pennsylvania,
north carolina,independent
massachusetts,democrat
north carolina,democrat
new jersey,democrat
indiana,republican
new jersey,republican
virginia,democrat
maine,democrat
florida,republican
north carolina,republican
maryland,
new jersey,independent
kentucky,republican
florida,other\no preference\dk\refused
massachusetts,independent
pennsylvania,independent
florida,independent
virginia,democrat
north carolina,democrat
florida,democrat
new york,democrat
michigan,republican
new jersey,independent
pennsylvania,democrat
indiana,democrat
florida,republican
new york,independent
pennsylvania,republican
indiana,independent
ohio,republican
pennsylvania,republican
indiana,independent
virginia,independent
new york,democrat
massachusetts,democrat
new york,
north carolina,democrat
virginia,democrat
kentucky,independent
florida,democrat
new york,democrat
michigan,republican
georgia,democrat
new jersey,independent
massachusetts,democrat
massachusetts,independent
north carolina,
ohio,republican
pennsylvania,republican
georgia,other\no preference\dk\refused
florida,democrat
texas,other\no preference\dk\refused
texas,other\no preference\dk\refused
michigan,republican
kentucky,republican
wisconsin,democrat
indiana,
massachusetts,republican
missouri,democrat
michigan,independent
kentucky,
oklahoma,democrat
tennessee,independent
ohio,democrat
new jersey,independent
new jersey,
pennsylvania,
florida,republican
alabama,republican
new mexico,democrat
north dakota,republican
kansas,
wisconsin,republican
illinois,democrat
idaho,republican
wisconsin,independent
texas,republican
illinois,republican
alabama,democrat
new mexico,independent
florida,
illinois,independent
texas,independent
texas,democrat
mississippi,
missouri,democrat
kansas,independent
illinois,democrat
louisiana,republican
alabama,republican
texas,republican
illinois,independent
arkansas,independent
kansas,republican
illinois,democrat
colorado,democrat
colorado,democrat
colorado,democrat
new jersey,
georgia,democrat
virginia,republican
new jersey,democrat
connecticut,republican
new york,independent
michigan,democrat
new york,
new york,independent
iowa,republican
washington,
california,democrat
california,republican
arizona,democrat
california,
california,republican
california,democrat
california,democrat
california,democrat
california,other\no preference\dk\refused
washington,independent
california,republican
arizona,republican
california,republican
oregon,independent
california,republican
washington,independent
california,
california,republican
california,independent
nevada,independent
arizona,republican
california,
washington,democrat
california,democrat
washington,democrat
california,democrat
pennsylvania,
nebraska,
colorado,republican
california,democrat
north dakota,republican
california,democrat
south dakota,republican
texas,democrat
kentucky,democrat
south carolina,republican
new hampshire,democrat
louisiana,democrat
georgia,democrat
kansas,democrat
massachusetts,independent
wisconsin,other\no preference\dk\refused
michigan,
kansas,independent
california,democrat
ohio,democrat
south carolina,republican
connecticut,independent
connecticut,democrat
illinois,independent
new york,republican
new jersey,independent
mississippi,democrat
south carolina,other\no preference\dk\refused
california,independent
texas,independent
new york,
illinois,democrat
illinois,independent
colorado,democrat
california,
georgia,republican
ohio,democrat
west virginia,republican
california,democrat
new york,republican
washington,democrat
texas,independent
arizona,republican
california,
tennessee,independent
pennsylvania,republican
california,other\no preference\dk\refused
ohio,republican
new york,other\no preference\dk\refused
florida,republican
new jersey,
washington,independent
california,
arizona,democrat
florida,republican
utah,
washington,independent
louisiana,republican
california,other\no preference\dk\refused
iowa,democrat
florida,independent
missouri,republican
delaware,
tennessee,democrat
minnesota,democrat
florida,republican
maine,independent
arizona,republican
illinois,republican
pennsylvania,
utah,independent
kentucky,independent
arkansas,democrat
georgia,independent
california,independent
iowa,
new york,independent
wisconsin,democrat
oregon,democrat
pennsylvania,republican
illinois,independent
tennessee,independent
oregon,republican
california,republican
california,republican
california,
pennsylvania,democrat
maryland,democrat
illinois,republican
minnesota,
texas,democrat
illinois,republican
georgia,independent
alabama,
georgia,independent
new jersey,republican
new york,democrat
florida,democrat
virginia,democrat
new mexico,democrat
indiana,republican
missouri,
north dakota,other\no preference\dk\refused
indiana,independent
california,other\no preference\dk\refused
california,republican
colorado,republican
oklahoma,democrat
minnesota,republican
texas,democrat
louisiana,independent
illinois,democrat
california,democrat
wisconsin,republican
illinois,republican
washington,republican
new york,independent
california,independent
virginia,democrat
florida,
california,democrat
pennsylvania,
connecticut,republican
south carolina,republican
massachusetts,democrat
florida,democrat
connecticut,independent
california,
florida,independent
ohio,republican
michigan,republican
maine,independent
new york,democrat
florida,independent
pennsylvania,republican
virginia,
virginia,independent
virginia,independent
connecticut,independent
florida,democrat
pennsylvania,democrat
virginia,republican
ohio,other\no preference\dk\refused
indiana,other\no preference\dk\refused
pennsylvania,democrat
virginia,democrat
indiana,
florida,republican
tennessee,independent
georgia,republican
new york,democrat
massachusetts,democrat
new york,republican
south carolina,
pennsylvania,democrat
maine,democrat
north carolina,republican
indiana,democrat
new york,democrat
virginia,democrat
georgia,independent
florida,democrat
tennessee,republican
massachusetts,democrat
tennessee,independent
florida,republican
new jersey,
georgia,democrat
georgia,
virginia,republican
new jersey,independent
north carolina,
ohio,democrat
ohio,republican
florida,republican
pennsylvania,republican
north carolina,
massachusetts,republican
ohio,democrat
michigan,democrat
tennessee,democrat
connecticut,democrat
indiana,republican
ohio,independent
rhode island,democrat
ohio,independent
florida,other\no preference\dk\refused
georgia,
massachusetts,independent
georgia,
north carolina,democrat
virginia,democrat
connecticut,
michigan,independent
new york,republican
florida,
florida,independent
ohio,republican
north carolina,independent
massachusetts,republican
florida,democrat
pennsylvania,
pennsylvania,democrat
new york,
ohio,democrat
north carolina,democrat
pennsylvania,democrat
vermont,democrat
new york,independent
maryland,independent
tennessee,democrat
virginia,republican
new york,republican
north carolina,independent
ohio,
maryland,democrat
florida,democrat
michigan,independent
michigan,republican
massachusetts,democrat
rhode island,democrat
kentucky,independent
new york,democrat
kentucky,
florida,republican
virginia,independent
indiana,independent
pennsylvania,democrat
new york,democrat
virginia,republican
north carolina,democrat
georgia,
new york,
massachusetts,independent
virginia,democrat
maryland,republican
south carolina,other\no preference\dk\refused
michigan,democrat
south carolina,
vermont,independent
georgia,other\no preference\dk\refused
new jersey,republican
new york,other\no preference\dk\refused
south carolina,democrat
ohio,independent
maryland,independent
kentucky,
north carolina,independent
new york,democrat
new york,democrat
virginia,republican
new jersey,democrat
michigan,democrat
pennsylvania,democrat
florida,republican
virginia,independent
georgia,democrat
rhode island,independent
michigan,democrat
georgia,republican
pennsylvania,independent
new jersey,independent
florida,republican
ohio,democrat
georgia,democrat
ohio,democrat
virginia,republican
vermont,independent
michigan,other\no preference\dk\refused
new jersey,republican
new york,
florida,republican
new jersey,republican
new jersey,independent
pennsylvania,republican
florida,independent
west virginia,other\no preference\dk\refused
pennsylvania,democrat
michigan,independent
new york,democrat
vermont,independent
florida,
ohio,independent
indiana,democrat
north carolina,democrat
maryland,republican
new york,democrat
north carolina,republican
new jersey,republican
north carolina,independent
georgia,republican
indiana,republican
ohio,republican
virginia,democrat
south carolina,independent
virginia,democrat
ohio,independent
west virginia,republican
west virginia,other\no preference\dk\refused
georgia,republican
north carolina,democrat
north carolina,democrat
florida,
ohio,republican
georgia,republican
florida,independent
indiana,republican
kentucky,republican
michigan,democrat
florida,
maryland,democrat
south carolina,democrat
massachusetts,independent
florida,republican
michigan,republican
indiana,democrat
south carolina,democrat
michigan,independent
kentucky,republican
pennsylvania,other\no preference\dk\refused
west virginia,democrat
virginia,republican
ohio,republican
virginia,other\no preference\dk\refused
new jersey,republican
georgia,democrat
ohio,republican
south carolina,republican
ohio,republican
virginia,independent
pennsylvania,republican
new york,independent
connecticut,republican
florida,democrat
ohio,democrat
virginia,democrat
michigan,
pennsylvania,democrat
georgia,independent
indiana,republican
massachusetts,independent
massachusetts,democrat
north carolina,independent
west virginia,republican
indiana,other\no preference\dk\refused
new york,democrat
louisiana,independent
texas,democrat
missouri,republican
illinois,independent
north dakota,other\no preference\dk\refused
texas,independent
missouri,independent
texas,independent
louisiana,republican
texas,other\no preference\dk\refused
wisconsin,independent
wisconsin,
louisiana,democrat
louisiana,independent
missouri,republican
louisiana,republican
iowa,democrat
illinois,
south dakota,democrat
louisiana,democrat
south dakota,independent
arizona,democrat
minnesota,democrat
iowa,republican
wisconsin,republican
louisiana,republican
kansas,republican
louisiana,republican
texas,
nebraska,
texas,independent
minnesota,independent
texas,
wisconsin,democrat
north dakota,republican
illinois,republican
kansas,independent
alabama,republican
illinois,independent
minnesota,independent
oklahoma,republican
missouri,independent
louisiana,democrat
nebraska,independent
iowa,republican
arkansas,independent
nebraska,democrat
mississippi,independent
mississippi,
alabama,republican
missouri,republican
arkansas,republican
wisconsin,republican
louisiana,independent
arkansas,republican
kansas,republican
california,republican
california,independent
washington,democrat
california,democrat
california,independent
california,independent
arizona,independent
california,democrat
nevada,democrat
washington,independent
washington,independent
washington,other\no preference\dk\refused
washington,independent
washington,independent
arizona,republican
california,independent
california,independent
arizona,republican
california,democrat
arizona,republican
nevada,republican
california,independent
washington,other\no preference\dk\refused
california,republican
california,independent
california,independent
oregon,republican
california,independent
california,democrat
california,
california,independent
arizona,democrat
oregon,republican
california,independent
california,democrat
washington,republican
california,republican
california,independent
washington,democrat
california,other\no preference\dk\refused
arizona,independent
washington,independent
iowa,independent
california,democrat
california,republican
arizona,independent
california,republican
california,republican
california,republican
california,
oregon,democrat
california,democrat
washington,republican
california,republican
washington,independent
california,democrat
washington,other\no preference\dk\refused
california,democrat
california,democrat
california,republican
california,republican
arizona,republican
california,democrat
north carolina,republican
north carolina,republican
connecticut,
ohio,democrat
michigan,democrat
indiana,democrat
pennsylvania,democrat
north carolina,democrat
maine,democrat
tennessee,democrat
virginia,democrat
north carolina,republican
florida,republican
michigan,democrat
virginia,democrat
tennessee,republican
pennsylvania,republican
florida,democrat
florida,republican
florida,
north carolina,republican
georgia,democrat
new jersey,republican
maryland,other\no preference\dk\refused
georgia,independent
new york,democrat
new york,democrat
pennsylvania,democrat
tennessee,republican
pennsylvania,democrat
virginia,republican
connecticut,democrat
georgia,democrat
michigan,independent
north carolina,other\no preference\dk\refused
new jersey,other\no preference\dk\refused
maryland,
pennsylvania,independent
new york,republican
ohio,independent
kentucky,democrat
tennessee,democrat
ohio,democrat
new jersey,other\no preference\dk\refused
west virginia,
florida,democrat
michigan,independent
new jersey,independent
florida,republican
georgia,other\no preference\dk\refused
new york,independent
pennsylvania,
maryland,democrat
florida,democrat
michigan,
new york,democrat
georgia,
new york,independent
south carolina,other\no preference\dk\refused
north carolina,other\no preference\dk\refused
florida,independent
ohio,democrat
south carolina,republican
florida,republican
indiana,republican
new york,independent
kentucky,other\no preference\dk\refused
virginia,republican
new jersey,independent
virginia,independent
indiana,independent
michigan,republican
pennsylvania,democrat
florida,other\no preference\dk\refused
vermont,independent
new jersey,independent
connecticut,republican
virginia,independent
new york,democrat
pennsylvania,republican
tennessee,other\no preference\dk\refused
massachusetts,independent
georgia,republican
delaware,
south carolina,independent
virginia,republican
north carolina,republican
florida,democrat
south carolina,independent
massachusetts,other\no preference\dk\refused
virginia,republican
ohio,democrat
michigan,democrat
virginia,independent
pennsylvania,democrat
south carolina,republican
new york,independent
north carolina,independent
new york,republican
south carolina,independent
pennsylvania,republican
north carolina,republican
connecticut,republican
pennsylvania,democrat
maryland,democrat
indiana,independent
massachusetts,independent
virginia,independent
new york,independent
north carolina,democrat
ohio,
new york,democrat
new jersey,democrat
michigan,independent
georgia,republican
new jersey,democrat
new york,democrat
north carolina,democrat
new york,independent
virginia,
maryland,democrat
florida,independent
florida,democrat
south carolina,democrat
maryland,democrat
indiana,independent
kentucky,democrat
ohio,independent
new york,independent
ohio,democrat
new york,other\no preference\dk\refused
georgia,
michigan,democrat
florida,
florida,democrat
north carolina,
massachusetts,independent
massachusetts,
kentucky,republican
south carolina,independent
massachusetts,independent
new york,
indiana,
ohio,democrat
illinois,democrat
florida,independent
arkansas,other\no preference\dk\refused
alabama,democrat
illinois,republican
wisconsin,democrat
south dakota,republican
south dakota,democrat
illinois,democrat
louisiana,democrat
nebraska,independent
texas,republican
florida,independent
oklahoma,democrat
wisconsin,independent
minnesota,democrat
tennessee,republican
arkansas,republican
north carolina,democrat
pennsylvania,republican
indiana,democrat
connecticut,democrat
indiana,independent
kansas,democrat
wisconsin,democrat
louisiana,democrat
arkansas,
kansas,republican
tennessee,republican
minnesota,democrat
alabama,independent
missouri,other\no preference\dk\refused
minnesota,independent
texas,democrat
missouri,independent
alabama,independent
illinois,republican
new york,democrat
texas,democrat
ohio,
florida,democrat
new york,
pennsylvania,
new york,republican
west virginia,other\no preference\dk\refused
virginia,republican
pennsylvania,democrat
minnesota,independent
texas,independent
arkansas,other\no preference\dk\refused
alabama,republican
oklahoma,republican
texas,
minnesota,republican
illinois,republican
texas,republican
wisconsin,democrat
missouri,democrat
minnesota,independent
texas,democrat
minnesota,democrat
alabama,democrat
tennessee,democrat
kansas,republican
texas,other\no preference\dk\refused
nebraska,republican
tennessee,democrat
iowa,democrat
mississippi,
texas,democrat
minnesota,democrat
texas,republican
kansas,independent
missouri,democrat
wisconsin,independent
tennessee,independent
texas,independent
texas,democrat
new jersey,republican
missouri,
minnesota,democrat
mississippi,democrat
texas,republican
indiana,democrat
texas,republican
oklahoma,other\no preference\dk\refused
arkansas,other\no preference\dk\refused
wisconsin,republican
wisconsin,democrat
arkansas,democrat
tennessee,democrat
minnesota,independent
nebraska,democrat
kansas,democrat
louisiana,other\no preference\dk\refused
texas,
texas,independent
missouri,independent
arkansas,independent
oklahoma,democrat
maryland,democrat
florida,independent
new hampshire,republican
pennsylvania,democrat
michigan,republican
pennsylvania,democrat
pennsylvania,democrat
new york,independent
pennsylvania,
alabama,republican
illinois,
wisconsin,independent
california,democrat
washington,democrat
california,democrat
nevada,other\no preference\dk\refused
california,independent
california,democrat
california,republican
california,republican
california,independent
california,republican
washington,independent
california,democrat
california,republican
arizona,democrat
arizona,
arizona,independent
california,independent
california,independent
california,democrat
california,republican
california,democrat
california,independent
california,
california,
california,democrat
california,independent
california,democrat
south dakota,republican
washington,
colorado,independent
colorado,democrat
colorado,democrat
arizona,independent
california,republican
colorado,democrat
colorado,other\no preference\dk\refused
utah,democrat
new mexico,republican
arizona,democrat
idaho,republican
nebraska,republican
new mexico,republican
california,independent
washington,democrat
california,republican
california,republican
california,democrat
utah,republican
idaho,independent
california,democrat
oregon,democrat
oregon,independent
oregon,other\no preference\dk\refused
california,republican
california,independent
california,independent
arizona,republican
idaho,republican
california,democrat
utah,republican
colorado,other\no preference\dk\refused
arizona,republican
california,democrat
montana,other\no preference\dk\refused
washington,republican
iowa,other\no preference\dk\refused
minnesota,other\no preference\dk\refused
texas,republican
oregon,other\no preference\dk\refused
arizona,democrat
illinois,independent
california,democrat
california,independent
west virginia,republican
michigan,independent
new york,republican
virginia,democrat
ohio,independent
georgia,independent
connecticut,republican
south carolina,democrat
new york,democrat
new york,
new hampshire,democrat
new hampshire,independent
maine,democrat
new york,democrat
new jersey,republican
new hampshire,independent
rhode island,republican
new york,other\no preference\dk\refused
tennessee,independent
florida,democrat
florida,independent
florida,republican
virginia,independent
ohio,democrat
ohio,democrat
michigan,democrat
north carolina,independent
georgia,independent
florida,democrat
georgia,republican
ohio,independent
florida,republican
michigan,democrat
virginia,democrat
georgia,independent
florida,republican
south carolina,democrat
new jersey,independent
new york,republican
kentucky,democrat
pennsylvania,independent
florida,republican
new york,democrat
ohio,
new hampshire,republican
kentucky,democrat
delaware,republican
virginia,democrat
florida,democrat
south carolina,independent
ohio,independent
massachusetts,democrat
florida,republican
ohio,republican
florida,republican
michigan,republican
pennsylvania,democrat
indiana,republican
new york,independent
new york,democrat
ohio,independent
pennsylvania,democrat
new york,other\no preference\dk\refused
kentucky,democrat
new york,republican
indiana,democrat
ohio,republican
maryland,independent
pennsylvania,independent
tennessee,republican
florida,democrat
virginia,democrat
florida,independent
michigan,democrat
virginia,republican
west virginia,republican
florida,democrat
georgia,republican
florida,democrat
north carolina,
north carolina,independent
ohio,
south carolina,independent
florida,democrat
pennsylvania,independent
ohio,other\no preference\dk\refused
new york,independent
pennsylvania,independent
new jersey,independent
georgia,independent
new york,republican
new hampshire,independent
new jersey,independent
new york,independent
pennsylvania,democrat
new york,
pennsylvania,independent
new jersey,democrat
ohio,republican
connecticut,independent
pennsylvania,independent
connecticut,independent
ohio,democrat
ohio,democrat
north carolina,
north carolina,other\no preference\dk\refused
ohio,republican
tennessee,democrat
ohio,independent
tennessee,republican
michigan,independent
georgia,democrat
virginia,other\no preference\dk\refused
maryland,democrat
pennsylvania,republican
massachusetts,democrat
pennsylvania,republican
new jersey,independent
michigan,independent
pennsylvania,republican
pennsylvania,
ohio,democrat
new york,republican
south carolina,republican
indiana,independent
massachusetts,republican
new york,other\no preference\dk\refused
georgia,independent
florida,other\no preference\dk\refused
indiana,other\no preference\dk\refused
michigan,independent
georgia,independent
new york,republican
kentucky,democrat
new york,other\no preference\dk\refused
ohio,democrat
connecticut,democrat
florida,republican
ohio,
new york,independent
florida,independent
new york,democrat
maryland,democrat
north carolina,republican
ohio,republican
new york,independent
north carolina,democrat
ohio,democrat
florida,democrat
south carolina,republican
maine,democrat
indiana,republican
massachusetts,democrat
ohio,democrat
north carolina,independent
massachusetts,independent
new york,democrat
texas,independent
minnesota,republican
missouri,
illinois,republican
virginia,democrat
texas,independent
louisiana,democrat
missouri,republican
minnesota,independent
alabama,independent
nebraska,
missouri,
alabama,democrat
louisiana,democrat
wisconsin,other\no preference\dk\refused
kansas,independent
massachusetts,independent
indiana,republican
alabama,other\no preference\dk\refused
minnesota,
missouri,republican
pennsylvania,democrat
michigan,independent
michigan,
illinois,democrat
texas,democrat
massachusetts,independent
new jersey,other\no preference\dk\refused
tennessee,
tennessee,
iowa,republican
texas,democrat
oklahoma,independent
illinois,independent
texas,republican
illinois,republican
kentucky,
wisconsin,independent
tennessee,republican
illinois,republican
ohio,democrat
iowa,other\no preference\dk\refused
wisconsin,
texas,republican
texas,independent
alabama,independent
missouri,independent
alabama,
texas,other\no preference\dk\refused
illinois,democrat
texas,republican
louisiana,republican
wisconsin,democrat
illinois,independent
missouri,other\no preference\dk\refused
tennessee,democrat
texas,independent
texas,republican
oklahoma,
illinois,
minnesota,democrat
illinois,republican
texas,republican
oklahoma,other\no preference\dk\refused
ohio,democrat
pennsylvania,independent
north carolina,democrat
utah,
idaho,independent
illinois,independent
louisiana,republican
arkansas,democrat
south dakota,independent
missouri,republican
louisiana,democrat
nebraska,republican
colorado,democrat
south dakota,republican
kentucky,
colorado,other\no preference\dk\refused
new mexico,republican
new mexico,
tennessee,independent
idaho,independent
texas,independent
new mexico,independent
colorado,republican
colorado,democrat
colorado,democrat
tennessee,democrat
alabama,democrat
missouri,republican
illinois,independent
minnesota,democrat
texas,democrat
oklahoma,independent
alabama,other\no preference\dk\refused
texas,
nebraska,republican
texas,republican
wisconsin,independent
texas,democrat
wisconsin,republican
minnesota,independent
nebraska,independent
california,republican
washington,republican
california,democrat
california,republican
nevada,republican
california,republican
california,republican
california,republican
california,independent
california,
california,independent
oregon,democrat
oregon,republican
california,other\no preference\dk\refused
california,republican
california,republican
california,republican
california,independent
california,republican
california,democrat
nevada,independent
oregon,democrat
washington,
washington,independent
california,republican
california,republican
colorado,democrat
california,other\no preference\dk\refused
california,independent
california,republican
arizona,democrat
california,
oregon,democrat
california,independent
washington,democrat
california,republican
arizona,
california,other\no preference\dk\refused
california,independent
arizona,
california,
california,republican
california,
california,democrat
nevada,independent
california,republican
nevada,democrat
oregon,independent
california,republican
ohio,
washington,democrat
california,
washington,
arizona,
california,republican
california,democrat
new jersey,democrat
ohio,republican
pennsylvania,republican
michigan,independent
michigan,republican
virginia,independent
ohio,democrat
virginia,other\no preference\dk\refused
north carolina,independent
ohio,democrat
illinois,democrat
alabama,independent
texas,independent
texas,democrat
louisiana,democrat
tennessee,other\no preference\dk\refused
new york,democrat
tennessee,independent
texas,republican
missouri,independent
missouri,independent
north carolina,democrat
michigan,independent
ohio,republican
maryland,democrat
texas,republican
florida,independent
michigan,other\no preference\dk\refused
wisconsin,independent
minnesota,democrat
new jersey,
texas,other\no preference\dk\refused
texas,democrat
new jersey,
texas,other\no preference\dk\refused
indiana,republican
iowa,republican
texas,independent
missouri,
north dakota,independent
michigan,independent
illinois,democrat
tennessee,independent
illinois,independent
iowa,democrat
illinois,independent
pennsylvania,other\no preference\dk\refused
iowa,other\no preference\dk\refused
new york,democrat
pennsylvania,republican
new york,independent
south carolina,republican
ohio,democrat
new york,independent
michigan,democrat
ohio,
florida,independent
iowa,republican
wisconsin,democrat
tennessee,republican
south carolina,independent
minnesota,republican
maine,democrat
illinois,other\no preference\dk\refused
florida,democrat
oklahoma,
iowa,democrat
iowa,independent
texas,republican
texas,republican
iowa,independent
texas,other\no preference\dk\refused
west virginia,republican
rhode island,independent
florida,republican
alabama,democrat
alabama,other\no preference\dk\refused
illinois,democrat
alabama,republican
louisiana,democrat
tennessee,
wisconsin,republican
alabama,republican
delaware,democrat
georgia,republican
michigan,independent
north dakota,independent
north carolina,democrat
florida,democrat
connecticut,independent
michigan,independent
wisconsin,republican
north carolina,democrat
texas,democrat
connecticut,
ohio,independent
iowa,independent
kentucky,other\no preference\dk\refused
florida,independent
maryland,republican
maryland,republican
rhode island,independent
tennessee,
florida,republican
new jersey,republican
massachusetts,independent
new jersey,independent
pennsylvania,independent
new jersey,republican
north carolina,independent
indiana,republican
florida,republican
virginia,other\no preference\dk\refused
massachusetts,democrat
ohio,independent
new york,democrat
georgia,independent
kentucky,
ohio,independent
michigan,democrat
new york,republican
indiana,democrat
florida,other\no preference\dk\refused
indiana,republican
arkansas,democrat
florida,independent
kentucky,democrat
new york,democrat
north carolina,republican
florida,republican
west virginia,republican
indiana,democrat
florida,democrat
alabama,republican
alabama,republican
michigan,democrat
texas,republican
florida,democrat
indiana,independent
georgia,independent
new jersey,republican
missouri,republican
west virginia,democrat
north carolina,
texas,republican
kentucky,democrat
illinois,
massachusetts,democrat
massachusetts,independent
minnesota,independent
illinois,republican
missouri,democrat
ohio,republican
ohio,democrat
pennsylvania,republican
ohio,independent
massachusetts,independent
west virginia,republican
virginia,democrat
maryland,democrat
illinois,democrat
michigan,democrat
pennsylvania,independent
new york,democrat
vermont,democrat
florida,republican
massachusetts,independent
pennsylvania,democrat
florida,democrat
california,
tennessee,independent
oregon,republican
arizona,democrat
texas,republican
california,democrat
montana,independent
california,republican
california,democrat
colorado,democrat
nevada,democrat
florida,other\no preference\dk\refused
washington,democrat
michigan,republican
texas,republican
colorado,independent
north dakota,republican
virginia,
utah,independent
utah,democrat
colorado,independent
michigan,republican
illinois,independent
florida,independent
missouri,republican
maine,democrat
georgia,democrat
north carolina,republican
north carolina,independent
michigan,republican
delaware,democrat
maryland,democrat
georgia,republican
north carolina,independent
pennsylvania,independent
connecticut,republican
florida,democrat
new york,
florida,
california,democrat
texas,democrat
oklahoma,republican
arizona,independent
california,
new mexico,republican
texas,
california,republican
california,democrat
louisiana,independent
california,other\no preference\dk\refused
california,independent
tennessee,democrat
washington,independent
wisconsin,republican
wisconsin,other\no preference\dk\refused
minnesota,democrat
north dakota,democrat
alabama,republican
tennessee,democrat
illinois,democrat
illinois,independent
tennessee,democrat
louisiana,democrat
kansas,republican
alabama,democrat
wisconsin,independent
alabama,independent
louisiana,republican
oklahoma,independent
california,
oregon,democrat
california,democrat
utah,republican
nevada,democrat
california,independent
oregon,democrat
oregon,republican
arizona,republican
arizona,
california,republican
washington,republican
california,republican
california,democrat
california,republican
washington,democrat
california,republican
washington,republican
california,independent
oregon,republican
oregon,
washington,independent
idaho,independent
arizona,independent
idaho,republican
washington,independent
colorado,republican
california,republican
california,republican
utah,democrat
utah,independent
utah,republican
colorado,democrat
california,
california,independent
idaho,independent
utah,republican
california,republican
california,democrat
oregon,republican
california,
california,independent
california,other\no preference\dk\refused
oregon,other\no preference\dk\refused
california,democrat
california,independent
california,democrat
california,democrat
california,republican
arizona,independent
washington,
oregon,
california,independent
oregon,republican
kentucky,republican
north carolina,independent
new jersey,
michigan,independent
florida,independent
new jersey,democrat
florida,democrat
florida,democrat
new york,independent
new york,
florida,
massachusetts,independent
south carolina,republican
maryland,democrat
indiana,republican
new york,
virginia,
